registry,nir,cc,economy_name,type,resource,start,value,delegation_date,transfer_date,opaque_id,holder_name
apnic,irinn,IN,India,asn,AS140139,140139,1,2020-02-14,,A924ED65,ECON TELECOMMUNICATIONS PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS140140,140140,1,2020-02-14,,A921229C,Vitelglobal Communications Pvt Ltd
apnic,irinn,IN,India,asn,AS140141,140141,1,2020-02-14,,A924AC7F,Sapient Consulting Pvt. Ltd.
apnic,irinn,IN,India,asn,AS140142,140142,1,2020-02-14,,A9283404,Paytm Payments Bank Ltd
apnic,irinn,IN,India,asn,AS140143,140143,1,2020-02-14,,A923CAFF,Vishva Infratel Pvt. Ltd.
apnic,irinn,IN,India,asn,AS140144,140144,1,2020-02-14,,A92D26CE,Vcitynet Opc Pvt Ltd
apnic,irinn,IN,India,asn,AS140145,140145,1,2020-02-14,,A925B072,Ahm Digital Network Pvt. Ltd.
apnic,irinn,IN,India,asn,AS140146,140146,1,2020-02-14,,A928749E,Texes Telecom Private Limited
apnic,irinn,IN,India,asn,AS140147,140147,1,2020-02-14,,A926DBE1,Adn Broadband Private Limited
apnic,irinn,IN,India,asn,AS140148,140148,1,2020-02-14,,A9284B3F,Pegasuswave Private Limited
apnic,irinn,IN,India,asn,AS140149,140149,1,2020-02-14,,A92A9E79,Yum Network Services Pvt Ltd
apnic,irinn,IN,India,asn,AS140150,140150,1,2020-02-14,,A9242C0F,Tricom Broadband Private Limited
apnic,irinn,IN,India,asn,AS140151,140151,1,2020-02-14,,A9263067,Ethereal Business Solutions Private Limited
apnic,irinn,IN,India,asn,AS140152,140152,1,2020-02-14,,A92D603A,Ucn Fibrenet Pvt Ltd
apnic,irinn,IN,India,asn,AS140153,140153,1,2020-02-14,,A9217BFF,Aircables Internet Services Pvt Ltd
apnic,irinn,IN,India,asn,AS140154,140154,1,2020-02-14,,A9290B6D,Kalpataru Power Transmission Ltd
apnic,irinn,IN,India,asn,AS140155,140155,1,2020-02-14,,A92BF9BA,The Pinnacle Group Inc
apnic,irinn,IN,India,asn,AS140156,140156,1,2020-02-14,,A9250DC5,Karnataka Gramin Bank
apnic,irinn,IN,India,asn,AS140157,140157,1,2020-02-14,,A92B83B2,Wave Network Solutions
apnic,irinn,IN,India,asn,AS140158,140158,1,2020-02-14,,A927F018,Net Access Internet India Pvt Ltd
apnic,irinn,IN,India,asn,AS140159,140159,1,2020-02-14,,A92A5276,Linkio Fibernet Pvt Ltd
apnic,irinn,IN,India,asn,AS140160,140160,1,2020-02-14,,A92687FA,Spaceworld Communications India Private Limited
apnic,irinn,IN,India,asn,AS140161,140161,1,2020-02-14,,A9299084,Gaurjee Broadband Services Private Limited
apnic,irinn,IN,India,asn,AS140162,140162,1,2020-02-14,,A92AB662,Broadridge Financial Solutions India Pvt. Ltd.
apnic,irinn,IN,India,asn,AS140163,140163,1,2020-02-14,,A92BA332,V-Connect Systems And Services Pvt. Ltd.
apnic,irinn,IN,India,asn,AS140164,140164,1,2020-02-14,,A92B96E3,ConnectSpacelink Infomedia Pvt Ltd
apnic,irinn,IN,India,asn,AS140165,140165,1,2020-02-14,,A925C8CC,Realnet Telecom Pvt Ltd
apnic,irinn,IN,India,asn,AS140166,140166,1,2020-02-14,,A9275C0D,ADVIKA WEB
apnic,irinn,IN,India,asn,AS140167,140167,1,2020-02-14,,A92385ED,Anl Network Pvt Ltd
apnic,irinn,IN,India,asn,AS140168,140168,1,2020-02-14,,A9210D18,NIXI
apnic,irinn,IN,India,asn,AS140169,140169,1,2020-02-14,,A922540C,Yuvi Communications Pvt. Ltd
apnic,irinn,IN,India,asn,AS140170,140170,1,2020-02-14,,A923464A,Office Of The Registrar General India
apnic,irinn,IN,India,asn,AS140171,140171,1,2020-02-14,,A925DCFB,Reis Network Solutions
apnic,irinn,IN,India,asn,AS140172,140172,1,2020-02-14,,A92A9080,GGS INFORMATION SERVICES INDIA PVT LTD
apnic,irinn,IN,India,asn,AS140173,140173,1,2020-02-14,,A92ACB22,Kavya Internet Services Pvt. Ltd.
apnic,irinn,IN,India,asn,AS140174,140174,1,2020-02-14,,A92A62B9,Mithril Telecommunications Private Limited
apnic,irinn,IN,India,asn,AS140175,140175,1,2020-02-14,,A923D6C0,Achievers Broadband Services Pvt Ltd
apnic,irinn,IN,India,asn,AS140176,140176,1,2020-02-14,,A92C4E0C,Aayush Internet Services
apnic,irinn,IN,India,asn,AS140177,140177,1,2020-02-14,,A92E4380,ACHARE BROADBAND OPC PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS140178,140178,1,2020-02-14,,A9226E70,Plug-in Networks Private Limited
apnic,irinn,IN,India,asn,AS140179,140179,1,2020-02-14,,A9264840,Realtel Communication India Pvt Ltd
apnic,irinn,IN,India,asn,AS140180,140180,1,2020-02-14,,A92C93D8,Aerolink Broadband Private Limited
apnic,irinn,IN,India,asn,AS140181,140181,1,2020-02-14,,A92782EF,Turbofy Cyber Solution Pvt Ltd
apnic,irinn,IN,India,asn,AS140182,140182,1,2020-02-14,,A92101A2,Nr Data Services
apnic,irinn,IN,India,asn,AS140183,140183,1,2020-02-14,,A9277E9C,Realtel Communication Pvt Ltd
apnic,irinn,IN,India,asn,AS140184,140184,1,2020-02-14,,A9283040,Sfns Network Private Limited
apnic,irinn,IN,India,asn,AS140185,140185,1,2020-02-14,,A92CA584,NIXI
apnic,irinn,IN,India,asn,AS140186,140186,1,2020-02-14,,A9265AAA,Amt Media Tech
apnic,irinn,IN,India,asn,AS140187,140187,1,2020-02-14,,A928D63B,Aligarh Smart City Limited
apnic,irinn,IN,India,asn,AS140188,140188,1,2020-02-14,,A92984A4,3sbs Datacom Private Limited
apnic,irinn,IN,India,asn,AS140189,140189,1,2020-02-14,,A9222D15,Treelink Broadband Private Limited
apnic,irinn,IN,India,asn,AS140190,140190,1,2020-02-14,,A9251AEC,Shree Banke Bihari Internet Service
apnic,irinn,IN,India,asn,AS140191,140191,1,2020-02-14,,A922FC5D,Vande Mahamaya Cable Network
apnic,irinn,IN,India,asn,AS140192,140192,1,2020-02-14,,A925FC52,Indian Institute of Information Technology and Management - Kerala
apnic,irinn,IN,India,asn,AS140193,140193,1,2020-02-14,,A92CA292,Hightel Digital India Pvt Ltd
apnic,irinn,IN,India,asn,AS140194,140194,1,2020-02-14,,A92C4C87,Vibelink Infotech Private Limited
apnic,irinn,IN,India,asn,AS140195,140195,1,2020-02-14,,A9250510,Gorkha Infotech Pvt Ltd
apnic,irinn,IN,India,asn,AS140196,140196,1,2020-02-14,,A92BE0B7,Singh Televentures
apnic,irinn,IN,India,asn,AS140197,140197,1,2020-02-14,,A9228C87,NetConnect Services Private Limited
apnic,irinn,IN,India,asn,AS140198,140198,1,2020-02-14,,A925BCFC,Kk Arun Network Private Limited
apnic,irinn,IN,India,asn,AS140199,140199,1,2020-02-14,,A923D7EA,Prematix Software Solution Private Limited
apnic,irinn,IN,India,asn,AS140200,140200,1,2020-02-14,,A923D579,Panjab University
apnic,irinn,IN,India,asn,AS140201,140201,1,2020-02-14,,A92B14DB,Rtel Internet Services Private Limited
apnic,irinn,IN,India,asn,AS140202,140202,1,2020-02-14,,A921C617,Fullerton India Credit Co. Ltd.
apnic,irinn,IN,India,asn,AS140203,140203,1,2020-02-14,,A92DE343,Terracis Technologies Limited
apnic,irinn,IN,India,asn,AS140204,140204,1,2020-02-14,,A9292FED,Om Sai Cable Network
apnic,irinn,IN,India,asn,AS140205,140205,1,2020-02-14,,A92A473E,Smart Plus Multi Services Private Limited
apnic,irinn,IN,India,asn,AS140206,140206,1,2020-02-14,,A92A58B9,Siddhant Broadband Private Limited
apnic,irinn,IN,India,asn,AS140207,140207,1,2020-02-14,,A92CA172,United Stars Network Private Limited
apnic,,IN,India,asn,AS140209,140209,1,2020-02-14,,A916967A,nSteve Designs
apnic,irinn,IN,India,ipv4,103.148.136.0/23,103.148.136.0,512,2020-02-13,,A92A72EA,Sanskar Info Tv Pvt Ltd
apnic,irinn,IN,India,ipv4,103.148.138.0/23,103.148.138.0,512,2020-02-13,,A92CA172,United Stars Network Private Limited
apnic,irinn,IN,India,ipv4,103.148.118.0/24,103.148.118.0,256,2020-02-12,,A9291578,Achievers Broadband Internet Services
apnic,irinn,IN,India,ipv4,103.148.119.0/24,103.148.119.0,256,2020-02-12,,A925890B,Ishani Broadband Pvt.ltd
apnic,irinn,IN,India,ipv4,103.148.120.0/23,103.148.120.0,512,2020-02-12,,A922392C,Vn Ethernet India Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.148.96.0/23,103.148.96.0,512,2020-02-10,,A9294DAF,Ultrawave Internet Access Pvt Ltd
apnic,irinn,IN,India,ipv4,103.148.62.0/23,103.148.62.0,512,2020-02-06,,A92DF729,Rae Internet Service Provider Private Limited
apnic,irinn,IN,India,ipv4,103.148.64.0/23,103.148.64.0,512,2020-02-06,,A92280E2,Netlife Network Pvt Ltd
apnic,irinn,IN,India,ipv4,103.148.66.0/23,103.148.66.0,512,2020-02-06,2025-04-30,A924F6CC,Precious netcom pvt ltd
apnic,irinn,IN,India,ipv4,103.148.43.0/24,103.148.43.0,256,2020-02-04,,A92B2C62,Mtic Network Solutions
apnic,irinn,IN,India,ipv6,2405:cc40::/32,2405:cc40::,32,2020-02-04,,A92FF8EC,Shineplus Networks Private Limited
ripencc,,IN,India,ipv4,82.115.213.0/24,82.115.213.0,256,2020-02-03,2022-09-21,416dc88a-a047-4d1e-ad9a-5adc3e406049,HostRoyale Technologies Pvt Ltd
ripencc,,IN,India,ipv4,82.115.215.0/24,82.115.215.0,256,2020-02-03,2025-07-30,416dc88a-a047-4d1e-ad9a-5adc3e406049,HostRoyale Technologies Pvt Ltd
apnic,,IN,India,ipv4,103.148.42.0/24,103.148.42.0,256,2020-02-03,,A91B66C5,Arkinfonet Solutions
apnic,,IN,India,ipv4,103.148.32.0/24,103.148.32.0,256,2020-01-31,,A9166638,HINDUJA GLOBAL SOLUTIONS LTD
apnic,irinn,IN,India,ipv4,103.148.33.0/24,103.148.33.0,256,2020-01-31,,A9287A34,Icon Technologies
apnic,irinn,IN,India,ipv4,103.148.38.0/23,103.148.38.0,512,2020-01-31,,A92CA323,Broadway Communication Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:bc80::/48,2001:df2:bc80::,48,2020-01-31,,A92CA323,Broadway Communication Pvt Ltd
apnic,irinn,IN,India,ipv6,2405:ca40::/32,2405:ca40::,32,2020-01-31,,A9247F7A,Blue Net It Soltions Pvt Ltd
apnic,irinn,IN,India,ipv4,103.148.20.0/23,103.148.20.0,512,2020-01-29,,A92BD27F,Malayalam Internet Digital Service Llp
apnic,irinn,IN,India,ipv4,103.148.1.0/24,103.148.1.0,256,2020-01-28,,A928AA7E,Activline Telecom Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.148.6.0/23,103.148.6.0,512,2020-01-28,,A92A8AB0,Sai Datta Broadband Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.148.8.0/23,103.148.8.0,512,2020-01-28,,A9263B22,Impirius Infratech Pvt. Ltd.
apnic,irinn,IN,India,ipv6,2001:df2:b380::/48,2001:df2:b380::,48,2020-01-28,,A92A8AB0,Sai Datta Broadband Pvt. Ltd.
apnic,irinn,IN,India,ipv6,2001:df2:b480::/48,2001:df2:b480::,48,2020-01-28,,A92F333F,Dhanam Internet Services India Private Limited
apnic,irinn,IN,India,ipv6,2405:c6c0::/32,2405:c6c0::,32,2020-01-28,,A92A49FC,Ero Wide Comm Private Limited
apnic,irinn,IN,India,ipv4,103.147.248.0/23,103.147.248.0,512,2020-01-24,,A9279526,Softcrop It
apnic,irinn,IN,India,ipv4,103.147.250.0/24,103.147.250.0,256,2020-01-24,,A92E1680,Prayag Broadband Pvt Ltd
apnic,irinn,IN,India,ipv6,2405:c4c0::/32,2405:c4c0::,32,2020-01-24,,A92C8AA8,Digiking Communications Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.238.0/23,103.147.238.0,512,2020-01-23,,A92DE292,Abronics Communications Pvt Ltd
apnic,irinn,IN,India,ipv6,2405:c3c0::/32,2405:c3c0::,32,2020-01-23,,A92F8B4F,Kataria Net Solutions Private Limited
apnic,irinn,IN,India,ipv4,103.147.216.0/23,103.147.216.0,512,2020-01-21,,A9223AF9,Nirija Solutions Private Limited
apnic,irinn,IN,India,ipv6,2405:c140::/32,2405:c140::,32,2020-01-21,,A9223AF9,Nirija Solutions Private Limited
apnic,irinn,IN,India,ipv4,103.147.208.0/23,103.147.208.0,512,2020-01-20,,A929EF56,Community Cable Network Ltd
apnic,irinn,IN,India,ipv4,103.147.210.0/24,103.147.210.0,256,2020-01-20,,A924C6B4,Biocipher Technologies Pvt Ltd
ripencc,,IN,India,ipv4,185.242.217.0/24,185.242.217.0,256,2020-01-20,2022-09-21,416dc88a-a047-4d1e-ad9a-5adc3e406049,HostRoyale Technologies Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.192.0/24,103.147.192.0,256,2020-01-17,,A92B4AB9,Speed Touch Net Service
apnic,irinn,IN,India,ipv4,103.147.193.0/24,103.147.193.0,256,2020-01-17,,A9225630,Scn Telecom Private Limited
ripencc,,IN,India,ipv4,185.211.42.0/24,185.211.42.0,256,2020-01-17,2025-07-30,416dc88a-a047-4d1e-ad9a-5adc3e406049,HostRoyale Technologies Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.173.0/24,103.147.173.0,256,2020-01-16,,A92C8AA8,Digiking Communications Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.174.0/23,103.147.174.0,512,2020-01-16,,A92E5248,Brisca Entertainment Network Services Private Limited
apnic,irinn,IN,India,ipv4,103.147.176.0/23,103.147.176.0,512,2020-01-16,,A92B0E30,Abis Badlapur Network Private Limited
apnic,irinn,IN,India,ipv4,103.147.178.0/23,103.147.178.0,512,2020-01-16,,A9294FC1,Neuron Internet Services And Technologies Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:9d80::/48,2001:df2:9d80::,48,2020-01-16,,A9294FC1,Neuron Internet Services And Technologies Private Limited
apnic,,IN,India,ipv4,103.147.155.0/24,103.147.155.0,256,2020-01-15,2025-09-24,A91A4CC3,ICICI Bank Limited
apnic,irinn,IN,India,ipv4,103.147.160.0/23,103.147.160.0,512,2020-01-15,,A92A79BC,Hybrid Hash Pvt. Ltd.
apnic,irinn,IN,India,ipv6,2001:df2:9a80::/48,2001:df2:9a80::,48,2020-01-15,,A92A79BC,Hybrid Hash Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.147.139.0/24,103.147.139.0,256,2020-01-14,,A92BDFD1,Mahrth Internet Service Private Limited
apnic,irinn,IN,India,ipv4,103.147.150.0/23,103.147.150.0,512,2020-01-14,,A92FBAAA,ERIN MEDIA Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:9680::/48,2001:df2:9680::,48,2020-01-14,,A92FBAAA,ERIN MEDIA Private Limited
apnic,irinn,IN,India,ipv4,103.147.132.0/23,103.147.132.0,512,2020-01-13,,A92D2A8A,Apex Infotech
apnic,irinn,IN,India,ipv4,103.147.136.0/23,103.147.136.0,512,2020-01-13,,A92EAE72,Speednet Haryana
apnic,irinn,IN,India,ipv4,103.147.138.0/24,103.147.138.0,256,2020-01-13,,A927466D,INDIAN INSTITUTE OF TECHNOLOGY BHILAI
apnic,irinn,IN,India,ipv6,2001:df2:9580::/48,2001:df2:9580::,48,2020-01-13,,A927466D,INDIAN INSTITUTE OF TECHNOLOGY BHILAI
apnic,irinn,IN,India,asn,AS140034,140034,1,2020-01-13,,A92FBAAA,ERIN MEDIA Private Limited
apnic,irinn,IN,India,ipv4,103.147.93.0/24,103.147.93.0,256,2020-01-10,,A92F4FEE,Lamka Online Opc Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.112.0/23,103.147.112.0,512,2020-01-10,,A92CB183,Kord Broadband Services Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.120.0/23,103.147.120.0,512,2020-01-10,,A92EC7F4,Swami Samarth Broadband Service Private Limited
apnic,irinn,IN,India,ipv4,103.147.128.0/24,103.147.128.0,256,2020-01-10,,A92F3A85,Bgp Eight Way Wifi Sollution Pvt Ltd
apnic,irinn,IN,India,ipv4,103.147.129.0/24,103.147.129.0,256,2020-01-10,,A92CEE0A,Ford Motor Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:9280::/48,2001:df2:9280::,48,2020-01-10,,A92F4999,Chl Technology
apnic,irinn,IN,India,ipv6,2405:b740::/32,2405:b740::,32,2020-01-10,,A92BE7D3,Winux Communications Pvt. Ltd.
apnic,,IN,India,ipv4,103.147.104.0/23,103.147.104.0,512,2020-01-09,,A9183C4B,LUVIA NETWORKS PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df2:8d80::/48,2001:df2:8d80::,48,2020-01-09,,A91F8CAA,Glovis India Anathapur Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:8f80::/48,2001:df2:8f80::,48,2020-01-09,,A929C668,Mdindia Health Insurance Tpa Pvt Ltd
apnic,,IN,India,ipv6,2001:df2:9080::/48,2001:df2:9080::,48,2020-01-09,,A9183C4B,LUVIA NETWORKS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:9a01::/48,2001:df3:9a01::,48,2020-01-09,,A92C6C14,U R Rao Satellite Centre
apnic,irinn,IN,India,ipv6,2001:df3:9a02::/47,2001:df3:9a02::,47,2020-01-09,,A92C6C14,U R Rao Satellite Centre
apnic,irinn,IN,India,asn,AS140033,140033,1,2020-01-09,,A927466D,INDIAN INSTITUTE OF TECHNOLOGY BHILAI
apnic,irinn,IN,India,ipv4,103.147.94.0/23,103.147.94.0,512,2020-01-08,,A92A4BBB,Indotel Global Internet Private Limited
apnic,irinn,IN,India,ipv4,103.147.96.0/23,103.147.96.0,512,2020-01-08,,A927648A,Shiv Nadar Foundation
apnic,irinn,IN,India,ipv4,103.147.98.0/23,103.147.98.0,512,2020-01-08,,A9269470,Onquee Networks Pvt Ltd.
apnic,irinn,IN,India,ipv4,103.147.88.0/23,103.147.88.0,512,2020-01-07,,A927EF4F,Dbl Network Private Limited
apnic,irinn,IN,India,ipv4,103.147.90.0/24,103.147.90.0,256,2020-01-07,,A929A6FD,Dcb Bank Ltd
apnic,irinn,IN,India,ipv6,2001:df2:8c80::/48,2001:df2:8c80::,48,2020-01-07,,A929068F,I T Solution
apnic,irinn,IN,India,ipv6,2405:b3c0::/32,2405:b3c0::,32,2020-01-07,,A927050D,Speedway Communication Private Limited
apnic,,IN,India,asn,AS139926,139926,1,2020-01-07,,A9183C4B,LUVIA NETWORKS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2405:afc0::/32,2405:afc0::,32,2020-01-06,,A92FF851,Smart Wi5 Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.147.70.0/24,103.147.70.0,256,2020-01-03,,A92C4854,Ngc It Works
apnic,irinn,IN,India,ipv4,103.147.60.0/24,103.147.60.0,256,2020-01-02,,A92E740E,Iconnect
apnic,,IN,India,ipv6,2405:a940::/32,2405:a940::,32,2019-12-30,,A9113493,Musarubra Software India Private Limited
apnic,,IN,India,ipv4,103.147.26.0/23,103.147.26.0,512,2019-12-27,,A915D193,KFIN TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.147.31.0/24,103.147.31.0,256,2019-12-27,,A926F56F,Shree Northeast Connect And Services
apnic,irinn,IN,India,ipv4,103.147.38.0/23,103.147.38.0,512,2019-12-27,,A921816B,Airicon Communication Pvt Ltd
apnic,,IN,India,asn,AS139916,139916,1,2019-12-27,,A91E560D,LTIMINDTREE LIMITED
apnic,,IN,India,ipv4,103.146.249.0/24,103.146.249.0,256,2019-12-23,,A91E560D,LTIMINDTREE LIMITED
apnic,irinn,IN,India,ipv4,103.146.254.0/23,103.146.254.0,512,2019-12-23,,A927050D,Speedway Communication Private Limited
apnic,irinn,IN,India,ipv4,103.147.0.0/23,103.147.0.0,512,2019-12-23,,A922A8C3,Candor Solution
apnic,,IN,India,ipv4,103.147.7.0/24,103.147.7.0,256,2019-12-23,,A919E08E,DELUXE ENTERTAINMENT SERVICES INDIA PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df2:7680::/48,2001:df2:7680::,48,2019-12-23,,A91E560D,LTIMINDTREE LIMITED
apnic,,IN,India,ipv6,2001:df2:7a80::/48,2001:df2:7a80::,48,2019-12-23,,A919E08E,DELUXE ENTERTAINMENT SERVICES INDIA PRIVATE LIMITED
apnic,,IN,India,asn,AS139911,139911,1,2019-12-23,,A919E08E,DELUXE ENTERTAINMENT SERVICES INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.146.215.0/24,103.146.215.0,256,2019-12-20,,A9283530,Apoxy Media Private Limited
apnic,irinn,IN,India,ipv4,103.146.216.0/23,103.146.216.0,512,2019-12-20,,A928B043,Deshkal Network Pvt Ltd
apnic,irinn,IN,India,ipv4,103.146.222.0/23,103.146.222.0,512,2019-12-20,,A92E9ADB,Bob Communications Private Limited
apnic,irinn,IN,India,ipv4,103.146.224.0/23,103.146.224.0,512,2019-12-20,,A9212C6C,Udupi Fastnet Private Limited
apnic,irinn,IN,India,ipv4,103.146.228.0/23,103.146.228.0,512,2019-12-20,,A9282D15,Vno Networks Pvt Ltd
apnic,irinn,IN,India,ipv4,103.146.232.0/23,103.146.232.0,512,2019-12-20,,A92761D5,Wide Netcom India
apnic,irinn,IN,India,ipv4,103.146.234.0/24,103.146.234.0,256,2019-12-20,,A92D0B73,Newton Cloud Serve Private Limited
apnic,irinn,IN,India,ipv4,103.146.235.0/24,103.146.235.0,256,2019-12-20,,A928D249,Young Brain India
apnic,irinn,IN,India,ipv4,103.146.238.0/23,103.146.238.0,512,2019-12-20,,A928213B,Fastcom Telelink Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.146.240.0/23,103.146.240.0,512,2019-12-20,,A92DBE3D,Syncbroad Networks Private Limited
apnic,irinn,IN,India,ipv4,103.146.242.0/24,103.146.242.0,256,2019-12-20,,A922278F,Soulmachine Innovations Private Limited
apnic,irinn,IN,India,ipv4,103.146.243.0/24,103.146.243.0,256,2019-12-20,,A92C6C14,U R Rao Satellite Centre
apnic,irinn,IN,India,ipv6,2001:df2:7380::/48,2001:df2:7380::,48,2019-12-20,,A92DBE3D,Syncbroad Networks Private Limited
apnic,irinn,IN,India,ipv6,2405:a140::/32,2405:a140::,32,2019-12-20,,A928B043,Deshkal Network Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:6c80::/48,2001:df2:6c80::,48,2019-12-18,,A929BA85,Spiderlink Networks Pvt Ltd
apnic,,IN,India,ipv4,103.146.168.0/24,103.146.168.0,256,2019-12-17,,A9144CD3,IPACCT TELECOM PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.146.170.0/23,103.146.170.0,512,2019-12-17,,A92D725D,Thrishul Broadband Private Ltd
apnic,irinn,IN,India,ipv4,103.146.172.0/23,103.146.172.0,512,2019-12-17,,A924AC5E,Swasticom
apnic,irinn,IN,India,ipv4,103.146.174.0/23,103.146.174.0,512,2019-12-17,,A92899C0,Kozhikode Digital And Broadband Pvt Ltd
apnic,,IN,India,ipv4,103.146.176.0/23,103.146.176.0,512,2019-12-17,,A91BEE0F,JUDAH WEB SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.146.154.0/23,103.146.154.0,512,2019-12-16,,A92315C2,Sri Samarth Infobahn Private Limited
apnic,irinn,IN,India,ipv4,103.146.156.0/23,103.146.156.0,512,2019-12-16,,A92D64EB,Svd Digital Networks Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:6780::/48,2001:df2:6780::,48,2019-12-16,,A924DF65,cloudsky superfast broadband and services Pvt Ltd
apnic,,IN,India,asn,AS139893,139893,1,2019-12-16,,A91BEE0F,JUDAH WEB SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.146.130.0/23,103.146.130.0,512,2019-12-13,,A9211AD7,Skyair Telecom Private Limited
apnic,,IN,India,asn,AS139884,139884,1,2019-12-13,,A9193D85,Apeiron Global Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.146.120.0/24,103.146.120.0,256,2019-12-12,,A9278910,Techcellence Services Pvt Ltd
ripencc,,IN,India,asn,AS207704,207704,1,2019-12-12,,2c82b469-5c1e-4873-ac9b-ab104d3b675e,APEIRON GLOBAL Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.146.107.0/24,103.146.107.0,256,2019-12-11,,A929C668,Mdindia Health Insurance Tpa Pvt Ltd
apnic,irinn,IN,India,ipv4,103.146.108.0/23,103.146.108.0,512,2019-12-11,,A9284F9B,Ultron Broadband Private Limited
apnic,irinn,IN,India,ipv4,103.146.110.0/23,103.146.110.0,512,2019-12-11,,A923B77B,Crisp Enterprises
apnic,irinn,IN,India,ipv6,2405:95c0::/32,2405:95c0::,32,2019-12-11,,A92F2F4C,Grace Teleinfra Pvt Ltd
apnic,irinn,IN,India,ipv4,103.146.99.0/24,103.146.99.0,256,2019-12-10,,A92960BD,Cfi Technologies
apnic,irinn,IN,India,ipv6,2405:9540::/32,2405:9540::,32,2019-12-10,,A92CB6D8,Vilas Internet Services Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:5080::/48,2001:df2:5080::,48,2019-12-09,,A92FAB61,Skyber Broadband Service Private Limited
apnic,,IN,India,ipv4,103.146.40.0/23,103.146.40.0,512,2019-12-04,,A91D31B0,4S Technologies
apnic,irinn,IN,India,ipv4,103.146.46.0/24,103.146.46.0,256,2019-12-04,,A92C4DFA,Institute For Design Of Electrical Measuring Instruments
apnic,irinn,IN,India,ipv6,2001:df2:4480::/48,2001:df2:4480::,48,2019-12-04,,A925339B,Elyzium Technologies Pvt. Ltd.
apnic,,IN,India,asn,AS139847,139847,1,2019-12-04,,A91D31B0,4S Technologies
apnic,,IN,India,ipv4,103.146.24.0/24,103.146.24.0,256,2019-12-03,,A91ED73E,KG INVICTA SERVICES Pvt Ltd
apnic,irinn,IN,India,ipv4,103.146.32.0/23,103.146.32.0,512,2019-12-03,,A92444B8,Uniqe Telecare Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:3a80::/48,2001:df2:3a80::,48,2019-12-03,,A923B638,Home Credit India Finance Private Limited
apnic,irinn,IN,India,ipv4,103.145.249.0/24,103.145.249.0,256,2019-12-02,,A92E3506,Libsys Limited
apnic,irinn,IN,India,ipv4,103.146.0.0/23,103.146.0.0,512,2019-12-02,,A9297D75,Revolution Broadband Pvt.ltd.
apnic,irinn,IN,India,ipv4,103.146.4.0/24,103.146.4.0,256,2019-12-02,,A92924BD,H & R Block India Private Limited
apnic,irinn,IN,India,ipv4,103.145.228.0/23,103.145.228.0,512,2019-11-29,,A925C5A8,Leroy Networks And Services Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:2280::/48,2001:df2:2280::,48,2019-11-28,,A928BAC0,Excogitate Technologies Pvt Ltd
apnic,irinn,IN,India,ipv4,103.145.167.0/24,103.145.167.0,256,2019-11-26,,A9227759,National Crime Records Bureau
apnic,irinn,IN,India,ipv4,103.145.168.0/23,103.145.168.0,512,2019-11-26,,A92870CE,Nikhil Network Solution
apnic,irinn,IN,India,ipv4,103.145.170.0/23,103.145.170.0,512,2019-11-26,,A928E889,Jh Infotech And Networks Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.145.172.0/23,103.145.172.0,512,2019-11-26,2025-07-08,A924F86B,Kerala Vision Broad Band Limited
apnic,irinn,IN,India,ipv4,103.145.174.0/24,103.145.174.0,256,2019-11-26,,A92E0C90,Gighz It Solutions Private Limited
